iter	Passed	Remaining
1667	26440	13188
1668	26455	13172
1669	26473	13157
1670	26487	13140
1671	26496	13121
1672	26509	13104
1673	26526	13088
1674	26544	13074
1675	26562	13059
1676	26578	13043
1677	26596	13028
1678	26612	13013
1679	26628	12997
1680	26647	12983
1681	26666	12968
1682	26686	12954
1683	26704	12939
1684	26722	12925
1685	26736	12908
1686	26754	12893
1687	26774	12879
1688	26791	12864
1689	26809	12849
1690	26824	12833
1691	26840	12817
1692	26856	12801
1693	26871	12785
1694	26887	12769
1695	26901	12752
1696	26915	12736
1697	26928	12718
1698	26947	12704
1699	26965	12689
1700	26983	12675
1701	26999	12658
1702	27012	12641
1703	27029	12626
1704	27045	12610
1705	27062	12595
1706	27079	12579
1707	27095	12564
1708	27113	12549
1709	27130	12534
1710	27144	12517
1711	27158	12500
1712	27174	12484
1713	27192	12469
1714	27209	12454
1715	27226	12439
1716	27242	12423
1717	27259	12408
1718	27273	12391
1719	27293	12377
1720	27308	12360
1721	27325	12345
1722	27343	12330
1723	27363	12316
1724	27379	12300
1725	27397	12286
1726	27415	12271
1727	27431	12255
1728	27448	12239
1729	27464	12223
1730	27478	12207
1731	27498	12193
1732	27511	12176
1733	27529	12161
1734	27543	12144
1735	27559	12128
1736	27575	12112
1737	27593	12098
1738	27610	12082
1739	27627	12067
1740	27645	12052
1741	27661	12036
1742	27677	12020
1743	27691	12003
1744	27707	11987
1745	27722	11971
1746	27739	11956
1747	27752	11939
1748	27768	11923
1749	27785	11908
1750	27802	11892
1751	27818	11876
1752	27835	11861
1753	27854	11846
1754	27873	11832
1755	27889	11816
1756	27906	11801
1757	27922	11785
1758	27927	11764
1759	27941	11748
1760	27956	11731
1761	27973	11716
1762	27991	11701
1763	28006	11685
1764	28024	11670
1765	28039	11654
1766	28057	11638
1767	28072	11622
1768	28088	11607
1769	28106	11591
1770	28122	11575
1771	28137	11559
1772	28155	11544
1773	28172	11529
1774	28188	11513
1775	28204	11497
1776	28217	11480
1777	28234	11465
1778	28252	11450
1779	28271	11435
1780	28288	11420
1781	28306	11405
1782	28321	11388
1783	28335	11372
1784	28349	11355
1785	28364	11339
1786	28378	11322
1787	28395	11307
1788	28412	11291
1789	28426	11275
1790	28444	11260
1791	28462	11245
1792	28479	11229
1793	28493	11213
1794	28510	11197
1795	28523	11180
1796	28536	11163
1797	28551	11147
1798	28566	11131
1799	28582	11115
1800	28600	11100
1801	28615	11083
1802	28629	11067
1803	28643	11050
1804	28660	11035
1805	28673	11018
1806	28691	11003
1807	28704	10986
1808	28722	10971
1809	28739	10955
1810	28756	10940
1811	28771	10924
1812	28789	10909
1813	28807	10893
1814	28823	10878
1815	28840	10862
1816	28859	10848
1817	28876	10832
1818	28893	10817
1819	28907	10800
1820	28925	10785
1821	28939	10768
1822	28956	10753
1823	28974	10738
1824	28990	10722
1825	29004	10705
1826	29020	10690
1827	29037	10674
1828	29054	10658
1829	29073	10644
1830	29090	10628
1831	29105	10612
1832	29121	10596
1833	29135	10580
1834	29150	10563
1835	29165	10548
1836	29183	10532
1837	29200	10517
1838	29215	10501
1839	29235	10486
1840	29250	10470
1841	29264	10453
1842	29281	10438
1843	29299	10423
1844	29315	10407
1845	29332	10391
1846	29348	10376
1847	29366	10360
1848	29382	10345
1849	29395	10328
1850	29410	10311
1851	29425	10295
1852	29442	10280
1853	29461	10265
1854	29477	10249
1855	29494	10233
1856	29511	10218
1857	29526	10202
1858	29543	10186
1859	29559	10171
1860	29573	10154
1861	29589	10138
1862	29604	10122
1863	29618	10106
1864	29638	10091
1865	29653	10075
1866	29669	10059
1867	29682	10042
1868	29696	10025
1869	29709	10009
1870	29725	9993
1871	29742	9977
1872	29761	9962
1873	29777	9946
1874	29794	9931
1875	29808	9914
1876	29821	9898
1877	29838	9882
1878	29852	9866
1879	29869	9850
1880	29886	9835
1881	29903	9819
1882	29920	9804
1883	29938	9788
1884	29954	9772
1885	29966	9755
1886	29983	9740
1887	29996	9723
1888	30011	9707
1889	30026	9691
1890	30040	9674
1891	30058	9659
1892	30073	9643
1893	30092	9628
1894	30107	9612
1895	30124	9596
1896	30141	9581
1897	30158	9565
1898	30175	9550
1899	30192	9534
1900	30208	9518
1901	30224	9502
1902	30236	9485
1903	30253	9470
1904	30270	9454
1905	30285	9438
1906	30300	9422
1907	30318	9406
1908	30333	9390
1909	30351	9375
1910	30365	9359
1911	30382	9343
1912	30398	9327
1913	30415	9312
1914	30434	9297
1915	30450	9281
1916	30468	9266
1917	30487	9251
1918	30505	9235
1919	30523	9220
1920	30538	9204
1921	30558	9189
1922	30572	9173
1923	30588	9157
1924	30604	9141
1925	30621	9126
1926	30639	9110
1927	30654	9094
1928	30669	9078
1929	30686	9062
1930	30704	9047
1931	30722	9032
1932	30740	9017
1933	30759	9001
1934	30776	8986
1935	30796	8971
1936	30814	8956
1937	30829	8940
1938	30847	8924
1939	30865	8909
1940	30881	8893
1941	30896	8877
1942	30909	8860
1943	30927	8845
1944	30943	8829
1945	30959	8813
1946	30975	8797
1947	30992	8782
1948	31009	8766
1949	31023	8750
1950	31039	8734
1951	31057	8718
1952	31073	8703
1953	31088	8686
1954	31105	8671
1955	31122	8655
1956	31139	8640
1957	31154	8624
1958	31171	8608
1959	31188	8592
1960	31210	8578
1961	31229	8563
1962	31249	8548
1963	31266	8533
1964	31287	8518
1965	31306	8503
1966	31323	8487
1967	31342	8472
1968	31355	8456
1969	31372	8440
1970	31386	8423
1971	31403	8408
1972	31419	8392
1973	31435	8376
1974	31451	8360
1975	31470	8345
1976	31490	8330
1977	31507	8314
1978	31521	8298
1979	31537	8282
1980	31554	8266
1981	31571	8251
1982	31584	8234
1983	31600	8218
1984	31614	8202
1985	31634	8187
1986	31650	8171
1987	31668	8155
1988	31687	8140
1989	31706	8125
1990	31722	8109
1991	31740	8094
1992	31758	8079
1993	31775	8063
1994	31792	8047
1995	31807	8031
1996	31821	8015
1997	31838	7999
1998	31856	7984
1999	31873	7968
2000	31892	7953
2001	31910	7937
2002	31926	7921
2003	31941	7905
2004	31960	7890
2005	31974	7874
2006	31994	7859
2007	32015	7844
2008	32034	7829
2009	32052	7813
2010	32071	7798
2011	32085	7782
2012	32103	7766
2013	32120	7750
2014	32137	7735
2015	32150	7718
2016	32166	7702
2017	32184	7687
2018	32203	7672
2019	32217	7655
2020	32234	7639
2021	32251	7624
2022	32269	7608
2023	32284	7592
2024	32301	7576
2025	32314	7560
2026	32330	7544
2027	32344	7527
2028	32362	7512
2029	32381	7497
2030	32399	7481
2031	32413	7465
2032	32425	7448
2033	32441	7432
2034	32459	7416
2035	32476	7401
2036	32491	7385
2037	32505	7368
2038	32520	7352
2039	32537	7336
2040	32551	7320
2041	32568	7304
2042	32586	7289
2043	32601	7273
2044	32619	7257
2045	32631	7240
2046	32650	7225
2047	32665	7209
2048	32682	7193
2049	32695	7177
2050	32712	7161
2051	32729	7145
2052	32743	7129
2053	32758	7113
2054	32772	7096
2055	32789	7081
2056	32804	7064
2057	32820	7048
2058	32837	7033
2059	32852	7017
2060	32868	7000
2061	32883	6984
2062	32899	6968
2063	32912	6952
2064	32927	6936
2065	32940	6919
2066	32959	6904
2067	32973	6887
2068	32989	6872
2069	33005	6856
2070	33019	6839
2071	33036	6824
2072	33052	6808
2073	33065	6791
2074	33085	6776
2075	33104	6761
2076	33121	6745
2077	33137	6729
2078	33155	6713
2079	33172	6698
2080	33191	6682
2081	33208	6667
2082	33225	6651
2083	33241	6635
2084	33258	6619
2085	33275	6604
2086	33292	6588
2087	33305	6571
2088	33320	6555
2089	33337	6539
2090	33356	6524
2091	33375	6509
2092	33390	6493
2093	33409	6477
2094	33427	6462
2095	33442	6445
2096	33456	6429
2097	33471	6413
2098	33486	6397
2099	33501	6381
2100	33510	6363
2101	33522	6347
2102	33539	6331
2103	33552	6315
2104	33569	6299
2105	33586	6283
2106	33601	6267
2107	33616	6251
2108	33633	6235
2109	33652	6220
2110	33670	6204
2111	33684	6188
2112	33700	6172
2113	33718	6156
2114	33731	6140
2115	33749	6124
2116	33766	6108
2117	33779	6092
2118	33797	6076
2119	33813	6060
2120	33825	6044
2121	33843	6028
2122	33860	6012
2123	33877	5997
2124	33895	5981
2125	33909	5965
2126	33923	5949
2127	33941	5933
2128	33957	5917
2129	33974	5901
2130	33987	5885
2131	34005	5869
2132	34023	5854
2133	34037	5837
2134	34055	5822
2135	34073	5806
2136	34091	5790
2137	34103	5774
2138	34121	5758
2139	34135	5742
2140	34149	5726
2141	34167	5710
2142	34184	5694
2143	34198	5678
2144	34214	5662
2145	34229	5646
2146	34248	5630
2147	34263	5614
2148	34280	5599
2149	34298	5583
2150	34313	5567
2151	34329	5551
2152	34345	5535
2153	34362	5519
2154	34380	5504
2155	34396	5488
2156	34411	5472
2157	34428	5456
2158	34445	5440
2159	34464	5424
2160	34477	5408
2161	34493	5392
2162	34510	5376
2163	34522	5360
2164	34540	5344
2165	34556	5328
2166	34571	5312
2167	34587	5296
2168	34606	5281
2169	34623	5265
2170	34642	5249
2171	34658	5233
2172	34671	5217
2173	34687	5201
2174	34704	5185
2175	34722	5170
2176	34738	5154
2177	34756	5138
2178	34772	5122
2179	34790	5106
2180	34806	5090
2181	34825	5075
2182	34840	5059
2183	34858	5043
2184	34876	5027
2185	34893	5012
2186	34908	4996
2187	34923	4979
2188	34941	4964
2189	34950	4947
2190	34964	4931
2191	34981	4915
2192	34994	4898
2193	35008	4882
2194	35025	4866
2195	35040	4850
2196	35056	4834
2197	35071	4818
2198	35085	4802
2199	35101	4786
2200	35116	4770
2201	35134	4754
2202	35147	4738
2203	35162	4722
2204	35177	4706
2205	35192	4690
2206	35209	4674
2207	35221	4657
2208	35237	4642
2209	35254	4626
2210	35272	4610
2211	35288	4594
2212	35306	4578
2213	35322	4562
2214	35337	4546
2215	35355	4531
2216	35370	4515
2217	35388	4499
2218	35403	4483
2219	35421	4467
2220	35438	4451
2221	35453	4435
2222	35470	4419
2223	35485	4403
2224	35501	4387
2225	35520	4372
2226	35538	4356
2227	35554	4340
2228	35569	4324
2229	35586	4308
2230	35601	4292
2231	35619	4276
2232	35636	4261
2233	35651	4244
2234	35665	4228
2235	35681	4212
2236	35696	4196
2237	35713	4180
2238	35730	4165
2239	35744	4148
2240	35762	4133
2241	35777	4117
2242	35793	4101
2243	35809	4085
2244	35827	4069
2245	35843	4053
2246	35859	4037
2247	35873	4021
2248	35888	4005
2249	35904	3989
2250	35919	3973
2251	35936	3957
2252	35954	3941
2253	35971	3925
2254	35988	3910
2255	36005	3894
2256	36018	3877
2257	36034	3862
2258	36050	3846
2259	36063	3829
2260	36081	3814
2261	36098	3798
2262	36112	3782
2263	36128	3766
2264	36143	3749
2265	36159	3734
2266	36172	3717
2267	36187	3701
2268	36203	3685
2269	36220	3669
2270	36235	3653
2271	36249	3637
2272	36267	3622
2273	36282	3605
2274	36298	3589
2275	36313	3573
2276	36329	3557
2277	36346	3542
2278	36359	3525
2279	36374	3509
2280	36392	3494
2281	36406	3477
2282	36419	3461
2283	36435	3445
2284	36449	3429
2285	36467	3413
2286	36480	3397
2287	36496	3381
2288	36512	3365
2289	36525	3349
2290	36543	3333
2291	36558	3317
2292	36573	3301
2293	36591	3285
2294	36608	3270
2295	36622	3253
2296	36639	3238
2297	36656	3222
2298	36671	3206
2299	36686	3190
2300	36704	3174
2301	36722	3158
2302	36740	3142
2303	36758	3126
2304	36775	3111
2305	36793	3095
2306	36810	3079
2307	36827	3063
2308	36841	3047
2309	36859	3031
2310	36876	3015
2311	36892	2999
2312	36908	2983
2313	36922	2967
2314	36935	2951
2315	36952	2935
2316	36964	2919
2317	36979	2903
2318	36994	2887
2319	37013	2871
2320	37026	2855
2321	37041	2839
2322	37059	2823
2323	37074	2807
2324	37093	2791
2325	37107	2775
2326	37126	2760
2327	37141	2744
2328	37155	2728
2329	37171	2712
2330	37185	2695
2331	37203	2680
2332	37220	2664
2333	37237	2648
2334	37253	2632
2335	37270	2616
2336	37288	2600
2337	37304	2584
2338	37322	2569
2339	37339	2553
2340	37355	2537
2341	37372	2521
2342	37387	2505
2343	37405	2489
2344	37422	2473
2345	37439	2457
2346	37457	2441
2347	37471	2425
2348	37489	2409
2349	37502	2393
2350	37517	2377
2351	37536	2361
2352	37551	2345
2353	37570	2330
2354	37584	2314
2355	37601	2298
2356	37618	2282
2357	37636	2266
2358	37654	2250
2359	37671	2234
2360	37689	2218
2361	37704	2202
2362	37723	2187
2363	37740	2171
2364	37754	2155
2365	37771	2139
2366	37777	2122
2367	37792	2106
2368	37808	2090
2369	37824	2074
2370	37840	2058
2371	37858	2042
2372	37873	2026
2373	37890	2011
2374	37907	1995
2375	37921	1979
2376	37936	1963
2377	37953	1947
2378	37966	1931
2379	37984	1915
2380	38000	1899
2381	38016	1883
2382	38032	1867
2383	38045	1851
2384	38059	1835
2385	38077	1819
2386	38095	1803
2387	38112	1787
2388	38127	1771
2389	38142	1755
2390	38161	1739
2391	38174	1723
2392	38192	1707
2393	38209	1691
2394	38222	1675
2395	38236	1659
2396	38252	1643
2397	38270	1627
2398	38288	1611
2399	38302	1595
2400	38314	1579
2401	38327	1563
2402	38342	1547
2403	38359	1531
2404	38374	1515
2405	38391	1499
2406	38406	1483
2407	38425	1468
2408	38443	1452
2409	38459	1436
2410	38474	1420
2411	38489	1404
2412	38507	1388
2413	38524	1372
2414	38541	1356
2415	38558	1340
2416	38575	1324
2417	38593	1308
2418	38605	1292
2419	38623	1276
2420	38641	1260
2421	38654	1244
2422	38671	1228
2423	38686	1212
2424	38701	1196
2425	38715	1180
2426	38729	1164
2427	38746	1148
2428	38760	1132
2429	38776	1117
2430	38793	1101
2431	38810	1085
2432	38828	1069
2433	38840	1053
2434	38855	1037
2435	38871	1021
2436	38885	1005
2437	38902	989
2438	38916	973
2439	38934	957
2440	38952	941
2441	38969	925
2442	38983	909
2443	39002	893
2444	39016	877
2445	39033	861
2446	39047	845
2447	39063	829
2448	39080	813
2449	39095	797
2450	39113	781
2451	39128	765
2452	39141	749
2453	39161	734
2454	39177	718
2455	39194	702
2456	39209	686
2457	39223	670
2458	39238	654
2459	39256	638
2460	39274	622
2461	39289	606
2462	39304	590
2463	39317	574
2464	39334	558
2465	39351	542
2466	39369	526
2467	39386	510
2468	39402	494
2469	39420	478
2470	39437	462
2471	39455	446
2472	39470	430
2473	39488	414
2474	39504	399
2475	39520	383
2476	39536	367
2477	39554	351
2478	39573	335
2479	39586	319
2480	39601	303
2481	39619	287
2482	39637	271
2483	39655	255
2484	39672	239
2485	39686	223
2486	39702	207
2487	39719	191
2488	39731	175
2489	39749	159
2490	39765	143
2491	39780	127
2492	39797	111
2493	39812	95
2494	39825	79
2495	39840	63
2496	39858	47
2497	39874	31
2498	39888	15
2499	39906	0
