iter	RMSE
1513	0.1049462846
1514	0.1049057021
1515	0.1048768282
1516	0.1048759791
1517	0.1048550286
1518	0.1048315633
1519	0.1048221178
1520	0.1048168113
1521	0.1048163343
1522	0.1048102291
1523	0.1047855921
1524	0.1047673125
1525	0.1047222614
1526	0.104696397
1527	0.1046692213
1528	0.104642036
1529	0.1046089214
1530	0.1045760806
1531	0.1045755224
1532	0.1045507123
1533	0.1045412391
1534	0.1045406436
1535	0.1045134785
1536	0.1044846509
1537	0.1044487542
1538	0.1044238804
1539	0.1043913996
1540	0.1043702111
1541	0.1043451986
1542	0.104298341
1543	0.1042697197
1544	0.1042378678
1545	0.104215398
1546	0.1041667278
1547	0.1041281394
1548	0.1040953612
1549	0.1040664298
1550	0.1040106398
1551	0.1040052759
1552	0.1039688414
1553	0.1039676681
1554	0.1039289911
1555	0.1039283477
1556	0.1039094202
1557	0.1038648516
1558	0.1038647527
1559	0.1038350811
1560	0.1037948484
1561	0.1037559763
1562	0.1037450402
1563	0.1037270908
1564	0.103703079
1565	0.1036703736
1566	0.1036693423
1567	0.1036683052
1568	0.1036520246
1569	0.1036237708
1570	0.1036058025
1571	0.1035718413
1572	0.1035693304
1573	0.1035682902
1574	0.1035503465
1575	0.1035225958
1576	0.1035179285
1577	0.103493685
1578	0.1034700324
1579	0.1034417941
1580	0.1034155151
1581	0.1034023592
1582	0.1033683208
1583	0.1033269838
1584	0.1033223591
1585	0.103320425
1586	0.103318071
1587	0.1032881976
1588	0.1032486044
1589	0.1032117691
1590	0.1031867231
1591	0.1031591894
1592	0.1031408094
1593	0.1031199512
1594	0.1031195273
1595	0.1030935305
1596	0.1030581615
1597	0.1030561295
1598	0.1030543628
1599	0.1030252979
1600	0.103021594
1601	0.103011899
1602	0.1029848838
1603	0.1029668752
1604	0.102937166
1605	0.1029192945
1606	0.1028916783
1607	0.1028464313
1608	0.102817927
1609	0.1027985269
1610	0.10276951
1611	0.1027433006
1612	0.1027074677
1613	0.1026803761
1614	0.1026510141
1615	0.1026491792
1616	0.102648929
1617	0.1026328481
1618	0.1026000624
1619	0.1025909148
1620	0.1025839306
1621	0.1025589118
1622	0.1025549261
1623	0.1025431006
1624	0.1025127621
1625	0.1025104298
1626	0.1024835857
1627	0.102468169
1628	0.1024373629
1629	0.1024074025
1630	0.1023774311
1631	0.1023396846
1632	0.1023326437
1633	0.1023163986
1634	0.1022824365
1635	0.102263746
1636	0.1022290696
1637	0.1022059453
1638	0.1022036021
1639	0.1021901567
1640	0.102146096
1641	0.1021353269
1642	0.1021059536
1643	0.1020775911
1644	0.1020574214
1645	0.1020349574
1646	0.1020091188
1647	0.1019924669
1648	0.1019799814
1649	0.1019356607
1650	0.1019128789
1651	0.1018796282
1652	0.1018572583
1653	0.101836493
1654	0.1018066322
1655	0.1017777359
1656	0.1017582957
1657	0.1017406381
1658	0.1017383277
1659	0.1017075651
1660	0.1017042546
1661	0.1017029196
1662	0.1016788074
1663	0.1016499089
1664	0.1016437355
1665	0.1015845026
1666	0.1015600227
1667	0.1015275604
1668	0.1014980848
1669	0.1014810846
1670	0.1014592444
1671	0.1014561218
1672	0.1014202805
1673	0.1013822284
1674	0.101365009
1675	0.1013491106
1676	0.1013407912
1677	0.1013395786
1678	0.1013334106
1679	0.1013090164
1680	0.1012870687
1681	0.10126849
1682	0.1012339842
1683	0.1012102619
1684	0.1012085391
1685	0.1011851466
1686	0.1011558093
1687	0.101130676
1688	0.1011016614
1689	0.1010778332
1690	0.1010526041
1691	0.1010191247
1692	0.1010136407
1693	0.1010092916
1694	0.1010085151
1695	0.1009739839
1696	0.1009704487
1697	0.1009362216
1698	0.100925949
1699	0.1008777202
1700	0.1008573887
1701	0.1008301554
1702	0.1008087677
1703	0.1007793144
1704	0.1007698216
1705	0.1007386702
1706	0.100689128
1707	0.1006882452
1708	0.1006650141
1709	0.1006601968
1710	0.1006593967
1711	0.1006591614
1712	0.1006315887
1713	0.1006226174
1714	0.1005863201
1715	0.1005571197
1716	0.1005272069
1717	0.100505533
1718	0.1004997866
1719	0.1004828069
1720	0.1004808238
1721	0.1004779719
1722	0.100466445
1723	0.1004343679
1724	0.1004225586
1725	0.1004181301
1726	0.1004035741
1727	0.1004022057
1728	0.1003737877
1729	0.100364163
1730	0.1003473587
1731	0.1003451852
1732	0.1003252462
1733	0.1003234895
1734	0.1002983669
1735	0.1002904078
1736	0.1002593792
1737	0.1002034342
1738	0.1001710949
1739	0.1001483719
1740	0.1001365931
1741	0.1001301352
1742	0.100128847
1743	0.1001126174
1744	0.100086827
1745	0.1000709872
1746	0.1000490571
1747	0.1000046584
1748	0.0999543644
1749	0.09995362338
1750	0.09993477552
1751	0.09991038541
1752	0.09990390516
1753	0.09986032959
1754	0.09981913829
1755	0.0997950192
1756	0.09977645574
1757	0.09976665275
1758	0.09976426805
1759	0.09972534343
1760	0.09969879276
1761	0.09967314811
1762	0.09967242765
1763	0.09965544926
1764	0.09963452736
1765	0.09960994211
1766	0.09960554684
1767	0.09960085093
1768	0.09957467453
1769	0.09954771267
1770	0.09951461778
1771	0.09947891996
1772	0.09944929492
1773	0.09942221645
1774	0.09938992661
1775	0.09935571707
1776	0.09932717734
1777	0.09928689953
1778	0.09925611403
1779	0.09925465484
1780	0.09923974512
1781	0.09923509162
1782	0.09920888668
1783	0.09917836533
1784	0.09917456535
1785	0.09914245973
1786	0.09912909674
1787	0.09911135302
1788	0.09907001857
1789	0.0990416234
1790	0.09902539286
1791	0.09898933055
1792	0.09896814726
1793	0.0989397139
1794	0.09892000413
1795	0.09891837105
1796	0.09890277531
1797	0.09888179195
1798	0.09884168002
1799	0.09884098765
1800	0.09880972342
1801	0.09878418035
1802	0.09874731807
1803	0.09872300685
1804	0.09872144145
1805	0.09869881824
1806	0.098696976
1807	0.09869287459
1808	0.09866548461
1809	0.09863992275
1810	0.09861338
1811	0.09858948034
1812	0.09855461253
1813	0.09852005954
1814	0.0985081333
1815	0.09849910911
1816	0.09846801109
1817	0.09844669048
1818	0.09842261813
1819	0.09841134185
1820	0.09839009004
1821	0.09837721248
1822	0.09834759932
1823	0.09832617534
1824	0.09831138069
1825	0.09830108502
1826	0.0982949804
1827	0.09825593997
1828	0.09823758131
1829	0.09821569437
1830	0.09818125809
1831	0.09813444289
1832	0.09812639853
1833	0.09809442922
1834	0.09807020008
1835	0.09804487822
1836	0.09800746202
1837	0.09800259285
1838	0.09800089594
1839	0.09799470314
1840	0.09794991124
1841	0.09794921141
1842	0.09790882059
1843	0.09789776575
1844	0.09786601535
1845	0.09784040233
1846	0.09780668673
1847	0.09778739161
1848	0.09778228075
1849	0.09777546828
1850	0.0977536615
1851	0.0977532639
1852	0.09772131438
1853	0.09769026352
1854	0.09766953861
1855	0.09764361216
1856	0.09760763615
1857	0.09759901663
1858	0.09757057083
1859	0.09752549161
1860	0.09750538518
1861	0.09748257066
1862	0.09747703889
1863	0.09743864067
1864	0.09743752992
1865	0.09741452413
1866	0.09739405329
1867	0.09737250801
1868	0.09735407728
1869	0.09733343957
1870	0.09731519055
1871	0.09729895991
1872	0.09726586485
1873	0.09722587842
1874	0.09718194165
1875	0.09714772093
1876	0.09713881684
1877	0.0971145263
1878	0.09710050584
1879	0.09708054954
1880	0.0970534029
1881	0.09701840727
1882	0.09701742841
1883	0.09699390957
1884	0.09698568735
1885	0.09696099574
1886	0.09696043131
1887	0.09693538846
1888	0.0969197321
1889	0.09691784284
1890	0.09690743324
1891	0.09690574237
1892	0.0968807216
1893	0.09687894904
1894	0.09684330687
1895	0.09682205362
1896	0.0968004949
1897	0.09677068516
1898	0.09676398561
1899	0.09672699369
1900	0.09668349964
1901	0.09668075036
1902	0.09665825082
1903	0.09663634343
1904	0.09663539198
1905	0.09662390944
1906	0.09660008106
1907	0.09657891178
1908	0.09655546048
1909	0.09652439688
1910	0.09649630418
1911	0.09647454126
1912	0.09646993472
1913	0.09645717766
1914	0.09644147359
1915	0.09643392792
1916	0.09638503996
1917	0.09635851255
1918	0.09634945969
1919	0.09633675997
1920	0.09632597326
1921	0.09631599444
1922	0.0962921659
1923	0.09627923664
1924	0.09627802094
1925	0.0962595126
1926	0.09624323254
1927	0.0962088043
1928	0.09619065668
1929	0.09616621898
1930	0.09615246163
1931	0.09613582709
1932	0.09612451563
1933	0.0961145002
1934	0.09608658532
1935	0.0960661268
1936	0.09604273009
1937	0.09602709259
1938	0.09601758169
1939	0.09597966587
1940	0.0959401023
1941	0.09591449747
1942	0.09589450519
1943	0.09586866076
1944	0.09583729618
1945	0.0958274824
1946	0.09580743541
1947	0.09580274111
1948	0.09579157318
1949	0.09576584922
1950	0.09575209337
1951	0.09572110548
1952	0.09570106228
1953	0.09567083959
1954	0.09564708385
1955	0.09561777916
1956	0.09560665109
1957	0.09559629199
1958	0.09556500764
1959	0.09555208184
1960	0.09555081289
1961	0.09554718948
1962	0.09553212971
1963	0.09551445733
1964	0.09549464349
1965	0.09546876215
1966	0.09545192157
1967	0.09543622722
1968	0.09541622105
1969	0.09540535514
1970	0.09537810265
1971	0.09537620339
1972	0.09535159031
1973	0.09535115261
1974	0.09534035661
1975	0.09532939071
1976	0.09529575091
1977	0.0952887141
1978	0.09528502371
1979	0.09528466219
1980	0.09525395963
1981	0.09523111246
1982	0.09523083532
1983	0.09523056434
1984	0.09520910715
1985	0.09517811434
1986	0.09516074879
1987	0.09513067439
1988	0.09512085995
1989	0.09510578605
1990	0.09508129261
1991	0.0950694722
1992	0.09504414774
1993	0.09502689422
1994	0.09500858011
1995	0.09500009719
1996	0.09498739105
1997	0.09497241016
1998	0.09493654811
1999	0.094916244
2000	0.09486934904
2001	0.09484694366
2002	0.09483551122
2003	0.09481235839
2004	0.09479446802
2005	0.09478868874
2006	0.09476927469
2007	0.09476503387
2008	0.09472294832
2009	0.09467955699
2010	0.09466573008
2011	0.09462892285
2012	0.09460315477
2013	0.09460289463
2014	0.09460206408
2015	0.0945681224
2016	0.09452535113
2017	0.0945203441
2018	0.09448704271
2019	0.09448548108
2020	0.09446342116
2021	0.09443561973
2022	0.09443345388
2023	0.09443286727
2024	0.09442692773
2025	0.09440541577
2026	0.09439549586
2027	0.09436153496
2028	0.09435339339
2029	0.09433342957
2030	0.09432948326
2031	0.09431843007
2032	0.09429581619
2033	0.09428844722
2034	0.09424815062
2035	0.09423381339
2036	0.09422575693
2037	0.09422303333
2038	0.09420920725
2039	0.0942070505
2040	0.09416380826
2041	0.0941635684
2042	0.09414574516
2043	0.09412656224
2044	0.09410878178
2045	0.0940989671
2046	0.09408558613
2047	0.09405201699
2048	0.09402775837
2049	0.09400760896
2050	0.09398061625
2051	0.09397048621
2052	0.09396527494
2053	0.09395061077
2054	0.09393168273
2055	0.09392519999
2056	0.09389802861
2057	0.09387958444
2058	0.0938560561
2059	0.09382569699
2060	0.09380626208
2061	0.09378278208
2062	0.09377520162
2063	0.09376886146
2064	0.09376723024
2065	0.09375713157
2066	0.09373224782
2067	0.09369218475
2068	0.09367490806
2069	0.09366174827
2070	0.09365452028
2071	0.09362330076
2072	0.09362259451
2073	0.09362247899
2074	0.09361263296
2075	0.0935947057
2076	0.09357513309
2077	0.09357378881
2078	0.09356763695
2079	0.0935616833
2080	0.09352984284
2081	0.09352030719
2082	0.09350200788
2083	0.09347181163
2084	0.09345773554
2085	0.09342779025
2086	0.09342275129
2087	0.09342221491
2088	0.09338937703
2089	0.0933799505
2090	0.09337032765
2091	0.09335643371
2092	0.09334919766
2093	0.09334586384
2094	0.09334199512
2095	0.0933159779
2096	0.09330820596
2097	0.0933076457
2098	0.09329135151
2099	0.09327614797
2100	0.09327433264
2101	0.09325382384
2102	0.0932528182
2103	0.0932276308
2104	0.09319841923
2105	0.09318278767
2106	0.09314720551
2107	0.09313209987
2108	0.09311345835
2109	0.09308655616
2110	0.09308429278
2111	0.09305424806
2112	0.09303675579
2113	0.09302331782
2114	0.09300177644
2115	0.09299023172
2116	0.09298606285
2117	0.09296500047
2118	0.09296319788
2119	0.09296256007
2120	0.0929444343
2121	0.09293706374
2122	0.0929212535
2123	0.09291693259
2124	0.09289384426
2125	0.09288629584
2126	0.09288439734
2127	0.09286138785
2128	0.09283550328
2129	0.09282940755
2130	0.09279863941
2131	0.09278604722
2132	0.09278278435
2133	0.09277460824
2134	0.09276399049
2135	0.09274069673
2136	0.09273083022
2137	0.09271864999
2138	0.09271774232
2139	0.09271307126
2140	0.09270595777
2141	0.09266896755
2142	0.09266829533
2143	0.09266777452
2144	0.09265417385
2145	0.09263696403
2146	0.09261656925
2147	0.09259043815
2148	0.09257986169
2149	0.09257823977
2150	0.09257581594
2151	0.09254963939
2152	0.09252707914
2153	0.09251357144
2154	0.09251251655
2155	0.09250661424
2156	0.09248813334
2157	0.0924683293
2158	0.09245239987
2159	0.09244231774
2160	0.09242087298
2161	0.092409849
2162	0.0924039897
2163	0.09239774493
2164	0.09236666906
2165	0.09234482153
2166	0.09232029318
2167	0.09229778472
2168	0.0922950918
2169	0.09229334089
2170	0.09228432645
2171	0.09228408683
2172	0.09228278984
2173	0.09226511414
2174	0.09222389584
2175	0.09220700691
2176	0.09217755623
2177	0.09216190778
2178	0.09215223703
2179	0.09213443388
2180	0.09213334906
2181	0.09212999556
2182	0.09212523013
2183	0.09211338466
2184	0.09208826325
2185	0.09207246278
2186	0.09203711973
2187	0.09202262606
2188	0.09199584419
2189	0.09199525801
2190	0.09198513191
2191	0.09198128729
2192	0.09197059097
2193	0.09195268964
2194	0.09193237012
2195	0.0918963986
2196	0.09188280578
2197	0.09186217886
2198	0.09185697758
2199	0.0918243133
2200	0.09181776004
2201	0.09178081519
2202	0.09177019231
2203	0.09176240895
2204	0.09174537519
2205	0.0917324354
2206	0.09172780175
2207	0.09170751429
2208	0.09168610035
2209	0.09168548006
2210	0.0916709713
2211	0.09165593106
2212	0.09163635237
2213	0.09162674787
2214	0.09160742585
2215	0.09158856139
2216	0.09158404976
2217	0.09156418841
2218	0.09153419715
2219	0.0915296741
2220	0.09152958807
2221	0.09151345427
2222	0.09148236006
2223	0.09145598872
2224	0.0914408456
2225	0.09143515625
2226	0.09142908433
2227	0.09142835248
2228	0.09142501776
2229	0.09140962586
2230	0.09140909078
2231	0.0913958878
2232	0.0913884925
2233	0.09138693042
2234	0.09136817026
2235	0.09134001763
2236	0.09132338265
2237	0.09129529878
2238	0.0912949887
2239	0.09126463304
2240	0.09126299438
2241	0.09125563986
2242	0.09123495404
2243	0.09121473749
2244	0.09120598937
2245	0.09119154088
2246	0.09116215382
2247	0.09116152863
2248	0.09113510452
2249	0.09110176721
2250	0.09110099847
2251	0.09108495377
2252	0.09105154793
2253	0.09102518996
2254	0.09100442923
2255	0.09098794206
2256	0.09096516863
2257	0.09094674318
2258	0.09093741803
2259	0.0909202356
2260	0.09090153686
2261	0.09089126179
2262	0.09088007591
2263	0.09087362662
2264	0.09086080834
2265	0.09084968787
2266	0.09084943564
2267	0.09083797295
2268	0.09081589852
2269	0.09078889843
2270	0.09077974539
2271	0.09077799406
2272	0.09077636743
2273	0.09075605519
2274	0.09074939492
2275	0.09073871204
2276	0.09071591217
2277	0.09069809789
2278	0.09065077006
2279	0.09062341991
2280	0.0906204743
2281	0.09060350094
2282	0.09059981562
2283	0.09057081743
2284	0.09056435137
2285	0.09055219125
2286	0.09054439381
2287	0.09051513015
2288	0.09051030814
2289	0.09049895601
2290	0.09048871881
2291	0.09048159399
2292	0.09046146201
2293	0.09043785243
2294	0.09043106807
2295	0.09042735113
2296	0.09041540634
2297	0.09039166269
2298	0.09038296176
2299	0.09037568454
2300	0.09036061927
2301	0.09034730504
2302	0.0903375247
2303	0.09031678225
2304	0.09030180176
2305	0.09027776365
2306	0.09026107409
2307	0.09025700601
2308	0.090235562
2309	0.0902217126
2310	0.0901976795
2311	0.09017843168
2312	0.09017806268
2313	0.0901357939
2314	0.09011915026
2315	0.09010004313
2316	0.09007913918
2317	0.09006899004
2318	0.0900601747
2319	0.09003810661
2320	0.09003308184
2321	0.09001844335
2322	0.090003092
2323	0.08997422146
2324	0.08997043082
2325	0.08993025186
2326	0.08990758619
2327	0.08988553069
2328	0.08988376188
2329	0.08987527525
2330	0.08986085899
2331	0.08985882418
2332	0.08984338305
2333	0.08981961617
2334	0.08979794925
2335	0.08978387359
2336	0.08976690209
2337	0.08974027958
2338	0.08972777554
2339	0.08972021222
2340	0.08970888765
2341	0.08970326841
2342	0.08968716517
2343	0.08967849026
2344	0.08966253196
2345	0.08964723391
2346	0.08963928887
2347	0.08963220032
2348	0.08962236066
2349	0.0896074146
2350	0.0895863721
2351	0.08958378336
2352	0.08956407749
2353	0.08956029622
2354	0.08952969956
2355	0.08950667562
2356	0.08949834218
2357	0.08948178843
2358	0.08947487705
2359	0.08945046561
2360	0.08942029237
2361	0.08940058228
2362	0.08938038461
2363	0.08937227758
2364	0.08934160061
2365	0.08932000533
2366	0.08931974134
2367	0.08930632992
2368	0.08927939847
2369	0.08927527421
2370	0.08927237826
2371	0.08925839313
2372	0.08922778792
2373	0.08920701428
2374	0.08918651244
2375	0.08917532469
2376	0.08917509432
2377	0.08915771015
2378	0.0891351167
2379	0.08911560058
2380	0.0891093212
2381	0.08908848901
2382	0.08907245403
2383	0.08905809
2384	0.08902685224
2385	0.08900835789
2386	0.08898776151
2387	0.08897634961
2388	0.08896068451
2389	0.08892145417
2390	0.08890628518
2391	0.08889811708
2392	0.08887532861
2393	0.08884782733
2394	0.08883446253
2395	0.08883396615
2396	0.08881325849
2397	0.08879293693
2398	0.08879141839
2399	0.08878331371
2400	0.08878287759
2401	0.08876687513
2402	0.08875026911
2403	0.08874071585
2404	0.08871459804
2405	0.08869672576
2406	0.08869584502
2407	0.08866150873
2408	0.08864663781
2409	0.08862627452
2410	0.08861473202
2411	0.08858565148
2412	0.0885813429
2413	0.08857111971
2414	0.08855488082
2415	0.08853006229
2416	0.0885206166
2417	0.08849204427
2418	0.08844799083
2419	0.08843559416
2420	0.08841867271
2421	0.08841391849
2422	0.0884006448
2423	0.08837728255
2424	0.08835108229
2425	0.08834584031
2426	0.088330196
2427	0.08832344714
2428	0.08831747511
2429	0.08831630922
2430	0.08829812197
2431	0.0882894643
2432	0.08828303083
2433	0.08827549458
2434	0.08826842202
2435	0.0882666166
2436	0.08824816145
2437	0.08822984789
2438	0.08821765833
2439	0.08818772222
2440	0.08817517816
2441	0.08814690231
2442	0.08813231568
2443	0.08813057902
2444	0.0881220905
2445	0.0881054321
2446	0.08809444488
2447	0.08807705415
2448	0.08806349059
2449	0.08805514329
2450	0.08804377
2451	0.08803521316
2452	0.08802246746
2453	0.0880056325
2454	0.08799202026
2455	0.08798792047
2456	0.08797417779
2457	0.08795569841
2458	0.08792493366
2459	0.08791453934
2460	0.0878892725
2461	0.08787290116
2462	0.08786846493
2463	0.08784624769
2464	0.08783270901
2465	0.08781638996
2466	0.08780132467
2467	0.08777843645
2468	0.08775904564
2469	0.0877559488
2470	0.08773981118
2471	0.087727287
2472	0.08770137734
2473	0.08769245986
2474	0.08768884013
2475	0.08767069118
2476	0.08766941451
2477	0.08766794346
2478	0.08766417835
2479	0.08765450396
2480	0.087647472
2481	0.08762959954
2482	0.08762009115
2483	0.08759971804
2484	0.08759603669
2485	0.08758557157
2486	0.08757914426
2487	0.08757033912
2488	0.08752660226
2489	0.08752399467
2490	0.08748189331
2491	0.08747256938
2492	0.08746371437
2493	0.08745277314
2494	0.08744387366
2495	0.08741883181
2496	0.08740581836
2497	0.08739037543
2498	0.08737181041
2499	0.08735629896
