iter	RMSE
212	0.1720235499
213	0.1717991324
214	0.1716538362
215	0.1714093465
216	0.1712149985
217	0.170968173
218	0.1707071063
219	0.1704266067
220	0.1702752231
221	0.169982413
222	0.1696057907
223	0.1694484987
224	0.1691733307
225	0.169015584
226	0.1688189705
227	0.1685781497
228	0.1684279358
229	0.1682679733
230	0.1680424745
231	0.1679218537
232	0.1677970552
233	0.1676727002
234	0.1675583398
235	0.167291621
236	0.167093993
237	0.166923408
238	0.1667406765
239	0.1666195109
240	0.166386435
241	0.1662246544
242	0.1660619814
243	0.1658652779
244	0.1656675591
245	0.1655812416
246	0.1653244739
247	0.1652333791
248	0.1650453437
249	0.1648456011
250	0.1647431632
251	0.1645841201
252	0.1642789762
253	0.1640589349
254	0.1637775259
255	0.1635939563
256	0.1634794646
257	0.1633496454
258	0.1632072218
259	0.1630287259
260	0.1628809155
261	0.1627189915
262	0.1625923151
263	0.1625131599
264	0.1623701323
265	0.1620201645
266	0.1619144361
267	0.1617721047
268	0.1616234235
269	0.1614255488
270	0.1611347653
271	0.160974971
272	0.1608237086
273	0.1607111215
274	0.1604727354
275	0.1602804298
276	0.1601224479
277	0.1599829709
278	0.159848234
279	0.1596707604
280	0.159567609
281	0.1594563601
282	0.1591254025
283	0.1590523023
284	0.158931983
285	0.1588409638
286	0.1586851204
287	0.1586120141
288	0.1584712281
289	0.1583764804
290	0.1581557765
291	0.1580451824
292	0.1579425877
293	0.1577400729
294	0.1573862509
295	0.157305962
296	0.1572060631
297	0.1570416644
298	0.156907664
299	0.1567941077
300	0.1567881037
301	0.156692869
302	0.156452462
303	0.1563472579
304	0.1562547093
305	0.1559779918
306	0.1558519269
307	0.1555855244
308	0.1554728414
309	0.1553032938
310	0.1551018264
311	0.1549729754
312	0.1548118692
313	0.1548080791
314	0.1546670116
315	0.1544841328
316	0.1543323223
317	0.1541061217
318	0.1541043085
319	0.1540171136
320	0.1538826932
321	0.1537703678
322	0.1536510707
323	0.1535594596
324	0.1534058067
325	0.1532622256
326	0.1531557141
327	0.152902695
328	0.1527650659
329	0.152667088
330	0.1525610943
331	0.15249398
332	0.1524194877
333	0.1523319368
334	0.1522004711
335	0.1521997213
336	0.1521035606
337	0.1519591427
338	0.1519135426
339	0.151801309
340	0.1516832332
341	0.1514976656
342	0.1513971146
343	0.151392129
344	0.1512622768
345	0.1510300292
346	0.1509061989
347	0.1508931585
348	0.1508656145
349	0.1508081173
350	0.1506315447
351	0.1504903009
352	0.1503299737
353	0.1502192887
354	0.1501601439
355	0.1500287137
356	0.1499213212
357	0.1498327442
358	0.1497351191
359	0.1496481117
360	0.1495393628
361	0.1494267663
362	0.1493657172
363	0.1493444095
364	0.1492552458
365	0.1490608175
366	0.1489519891
367	0.1488305079
368	0.1488072347
369	0.1487317269
370	0.1486281843
371	0.1484206749
372	0.1484173773
373	0.1483445774
374	0.1483218622
375	0.148257889
376	0.1480744018
377	0.1479325309
378	0.1478743442
379	0.1478563393
380	0.1477336989
381	0.1476418091
382	0.1474263888
383	0.1473735084
384	0.1473616298
385	0.1473023953
386	0.1472160331
387	0.1471706
388	0.147018647
389	0.1469540302
390	0.1468098815
391	0.1468001629
392	0.1466804872
393	0.1465666836
394	0.1465606287
395	0.1464490657
396	0.1463606927
397	0.1462723456
398	0.1462671579
399	0.1461753314
400	0.1460479442
401	0.1459605948
402	0.1459185153
403	0.1458099269
404	0.1457060282
405	0.145587304
406	0.1454151136
407	0.1453143445
408	0.1452103822
409	0.1450780899
410	0.1449953787
411	0.144871254
412	0.1448668821
413	0.1447659772
414	0.1446123711
415	0.1445539582
416	0.1445510008
417	0.144458721
418	0.1443210667
419	0.1442636315
420	0.1441399732
421	0.1440065326
422	0.1439019366
423	0.1438978134
424	0.1437415869
425	0.143736402
426	0.1435622919
427	0.1434527939
428	0.1433526193
429	0.1432871256
430	0.143189182
431	0.1430577889
432	0.1429224919
433	0.1427998776
434	0.1427951908
435	0.1427074205
436	0.1426027171
437	0.1426003141
438	0.1424750399
439	0.1423864118
440	0.1423823457
441	0.1423811802
442	0.1423212374
443	0.1423085323
444	0.1421893744
445	0.1420765783
446	0.1419815054
447	0.1418832411
448	0.1417938181
449	0.1416681936
450	0.1416645524
451	0.1415718415
452	0.1415014988
453	0.1414727941
454	0.1413953545
455	0.1413883016
456	0.1413544866
457	0.1412316724
458	0.1412301707
459	0.1411705308
460	0.141105157
461	0.1411028398
462	0.1410251038
463	0.1410207656
464	0.1410193974
465	0.1410169671
466	0.1409406758
467	0.1408676849
468	0.1407679003
469	0.1407666103
470	0.1407058369
471	0.1407035804
472	0.1406091374
473	0.140544164
474	0.1405376559
475	0.1404620582
476	0.1404314978
477	0.1403503073
478	0.1402672827
479	0.1402149688
480	0.1402076604
481	0.1400586061
482	0.1399834808
483	0.1399127919
484	0.1397697955
485	0.1397685079
486	0.1396156177
487	0.13953244
488	0.1395289306
489	0.1394496989
490	0.1393763289
491	0.1393144943
492	0.1392871336
493	0.1392285086
494	0.1391291265
495	0.1391241037
496	0.139117844
497	0.1391156966
498	0.1389852096
499	0.1389245983
500	0.1388546883
501	0.1388526695
502	0.1387877617
503	0.1386950019
504	0.1385543743
505	0.1385517712
506	0.1385509252
507	0.1384227073
508	0.138346897
509	0.1382714194
510	0.1381492497
511	0.1380507311
512	0.138049331
513	0.1379997344
514	0.137927277
515	0.1378954571
516	0.1378906461
517	0.1378886518
518	0.1378539471
519	0.1378081463
520	0.1377724029
521	0.1377701538
522	0.1377688525
523	0.1376595051
524	0.1376564807
525	0.1375498262
526	0.137378856
527	0.1373769012
528	0.1373727145
529	0.1372801688
530	0.1372320112
531	0.1372294023
532	0.1371758659
533	0.1370406874
534	0.1369400816
535	0.1368839043
536	0.1368135005
537	0.1366883874
538	0.1366837921
539	0.1366814615
540	0.1366796157
541	0.1365502247
542	0.1364716379
543	0.1364423332
544	0.136434628
545	0.1364284203
546	0.1364273225
547	0.1364263904
548	0.1363888608
549	0.1363115652
550	0.1362027624
551	0.1361988926
552	0.1361396849
553	0.1360689124
554	0.1359899448
555	0.1359771239
556	0.1359756475
557	0.1359702842
558	0.1359021664
559	0.1358350299
560	0.1357621975
561	0.1357568753
562	0.1357560431
563	0.1357145865
564	0.1356615977
565	0.135659371
566	0.1356584907
567	0.1355798876
568	0.1355784212
569	0.1354793247
570	0.1354772744
571	0.1354733477
572	0.1354694906
573	0.1353918356
574	0.1353391878
575	0.1353027211
576	0.1353015516
577	0.1351525356
578	0.1351024701
579	0.1350365339
580	0.1349460395
581	0.1348373697
582	0.1347929876
583	0.1347627071
584	0.1346606855
585	0.134587729
586	0.1344851952
587	0.134484276
588	0.1344738143
589	0.1344246873
590	0.1344238563
591	0.1343606505
592	0.1342900355
593	0.1342384261
594	0.1341976008
595	0.1341958436
596	0.1341248765
597	0.1340426084
598	0.1339977622
599	0.1339205148
600	0.1339193637
601	0.1339139155
602	0.1338412588
603	0.1337166897
604	0.1337065086
605	0.1336695896
606	0.1336117448
607	0.1335484035
608	0.1334591501
609	0.1333859536
610	0.1333850056
611	0.1333841743
612	0.1333246932
613	0.1332571668
614	0.1332060481
615	0.1331478694
616	0.133089345
617	0.1330376579
618	0.1330327005
619	0.1330298007
620	0.1329210735
621	0.1329202368
622	0.132918706
623	0.1328356005
624	0.132781829
625	0.1327078279
626	0.1327065213
627	0.1327054314
628	0.1327046587
629	0.1326409033
630	0.1326401966
631	0.1325848083
632	0.132477813
633	0.1324766171
634	0.1324045307
635	0.1324029531
636	0.1323209711
637	0.1322567862
638	0.1321752972
639	0.1321073833
640	0.1320378393
641	0.1319627544
642	0.1318987518
643	0.1318296228
644	0.1317835913
645	0.1317374132
646	0.1316606771
647	0.1315322816
648	0.1314490525
649	0.1314482861
650	0.13140909
651	0.1313237663
652	0.131260725
653	0.1312598609
654	0.1312138742
655	0.1312128114
656	0.1311309177
657	0.1310644467
658	0.1309960894
659	0.1309704629
660	0.130922141
661	0.1309210867
662	0.130853618
663	0.1308014498
664	0.1307176044
665	0.1307168259
666	0.1307158271
667	0.1306562894
668	0.1305678997
669	0.1305473023
670	0.1305458918
671	0.130545176
672	0.1305035895
673	0.1304762917
674	0.1304306264
675	0.1303634728
676	0.1303627661
677	0.1303618045
678	0.1303070375
679	0.1302400006
680	0.1302391947
681	0.130230287
682	0.1301790891
683	0.1301781459
684	0.1301773522
685	0.130081962
686	0.1300239706
687	0.1300020924
688	0.1299583994
689	0.1299577248
690	0.1299217487
691	0.1298623811
692	0.1298027346
693	0.1297394809
694	0.1296932434
695	0.1296403498
696	0.1295929301
697	0.12959179
698	0.1294814963
699	0.1293933635
700	0.1293259865
701	0.1293254732
702	0.1292458992
703	0.129181388
704	0.1290968885
705	0.1290517317
706	0.1290175866
707	0.1289357255
708	0.1288880617
709	0.1288334605
710	0.1288324542
711	0.1287666631
712	0.1287336489
713	0.1286990498
714	0.1286344049
715	0.1285860487
716	0.1285182706
717	0.1284555613
718	0.1284051166
719	0.1283635746
720	0.1282718621
721	0.1282516008
722	0.1281885576
723	0.1281192747
724	0.1280741799
725	0.1280215972
726	0.1279814318
727	0.1278768053
728	0.1278428599
729	0.1277958433
730	0.1277515697
731	0.1277100054
732	0.1276394546
733	0.1276387243
734	0.1276143185
735	0.1275903092
736	0.127540111
737	0.127539191
738	0.1275385146
739	0.1275184078
740	0.1274532061
741	0.1274525401
742	0.127451834
743	0.1273758249
744	0.1273751235
745	0.1273221431
746	0.1272531049
747	0.1271989882
748	0.1271190368
749	0.1270741448
750	0.1270410032
751	0.1269854451
752	0.1269294551
753	0.126891587
754	0.1268466364
755	0.1267574686
756	0.1266750855
757	0.126674334
758	0.1265995394
759	0.1265630759
760	0.1265215373
761	0.1264556537
762	0.126441969
763	0.1263842229
764	0.1263219944
765	0.1262631948
766	0.1262025991
767	0.1261494047
768	0.126103987
769	0.1261033238
770	0.1260806747
771	0.1260793181
772	0.1260257733
773	0.1259686367
774	0.1259093983
775	0.1258604343
776	0.125859516
777	0.1257838784
778	0.125714647
779	0.125660141
780	0.1256405135
781	0.1256029622
782	0.1255491055
783	0.1254931669
784	0.1254291592
785	0.1253748291
786	0.1253504497
787	0.1252754052
788	0.1252290466
789	0.1251606627
790	0.1251106
791	0.1251098005
792	0.1250373894
793	0.1249884392
794	0.1249508971
795	0.1249501073
796	0.1248930094
797	0.1248668004
798	0.1248148729
799	0.1247928518
800	0.1247340009
801	0.1247331971
802	0.1246853114
803	0.1246842794
804	0.1246406259
805	0.1246398618
806	0.1245829733
807	0.1245281829
808	0.124509589
809	0.1244437759
810	0.1244226906
811	0.1243697025
812	0.1242915949
813	0.1242362096
814	0.1241991968
815	0.1241516815
816	0.1240901555
817	0.1240564325
818	0.123988246
819	0.1239456344
820	0.123945052
821	0.1239085472
822	0.123907634
823	0.1238533044
824	0.1238520758
825	0.1238499008
826	0.123809641
827	0.1238090662
828	0.123808252
829	0.1238069797
830	0.1237518358
831	0.1236937906
832	0.123635726
833	0.1236307135
834	0.1236296068
835	0.1236288168
836	0.1236114865
837	0.1236044017
838	0.1236031861
839	0.1235488718
840	0.1235477829
841	0.1235118844
842	0.1234665973
843	0.1234387674
844	0.123407308
845	0.1233529453
846	0.1232999851
847	0.1232199827
848	0.1231776627
849	0.1231283633
850	0.1231020501
851	0.1230634384
852	0.1230264585
853	0.1230254079
854	0.1229977106
855	0.122927201
856	0.1229119321
857	0.1228677976
858	0.1228277063
859	0.1227860768
860	0.1227626107
861	0.1227160984
862	0.1226907094
863	0.1226267848
864	0.1225592273
865	0.1225140786
866	0.1224853868
867	0.1224393134
868	0.1223967964
869	0.1223179623
870	0.1223070602
871	0.122263859
872	0.1222307232
873	0.1221963129
874	0.122194632
875	0.1221177549
876	0.1220693595
877	0.1220687266
878	0.1220093919
879	0.1219931014
880	0.1219644993
881	0.121872686
882	0.1218203974
883	0.1218066681
884	0.1218033794
885	0.1217520721
886	0.1216987667
887	0.1216563615
888	0.1215996464
889	0.1215462436
890	0.121511223
891	0.1214898563
892	0.1214893509
893	0.1214538264
894	0.1214526304
895	0.1214004903
896	0.1213993455
897	0.1213986193
898	0.1213761724
899	0.1213260129
900	0.1212961096
901	0.1212370539
902	0.1211734923
903	0.1211717511
904	0.1211710348
905	0.1211704821
906	0.1211531329
907	0.121152559
908	0.1210883244
909	0.1210878005
910	0.1210476942
911	0.1210308626
912	0.1209630274
913	0.1209431025
914	0.1209420209
915	0.1209414621
916	0.1209193363
917	0.1208906344
918	0.1208778778
919	0.1208192469
920	0.1208187191
921	0.1208180777
922	0.1207707934
923	0.1207285891
924	0.1207265033
925	0.1206472007
926	0.1205851036
927	0.1205398621
928	0.1204982986
929	0.1204900852
930	0.1204888112
931	0.1204465055
932	0.1203774758
933	0.1203382646
934	0.1202785745
935	0.1202582454
936	0.1201977864
937	0.1201669706
938	0.120115612
939	0.1201151141
940	0.1201144515
941	0.1200777705
942	0.1200772556
943	0.1200283101
944	0.1199752525
945	0.1199107867
946	0.1199090313
947	0.1198320361
948	0.1198270048
949	0.1197819423
950	0.1197724285
951	0.1197186063
952	0.1197180185
953	0.1196878883
954	0.1196870399
955	0.1196738141
956	0.1196521007
957	0.1195939847
958	0.1195499809
959	0.1195169642
960	0.1194826032
961	0.119481635
962	0.1194336714
963	0.1193732361
964	0.1193464855
965	0.1193327458
966	0.1193315946
967	0.1192861429
968	0.1192279374
969	0.1191865489
970	0.1191606497
971	0.1191149127
972	0.1190414226
973	0.1189945509
974	0.1189811311
975	0.1189563838
976	0.1189167618
977	0.1188783631
978	0.1188283776
979	0.1188175534
980	0.1187953652
981	0.1187824816
982	0.1187434817
983	0.1186956427
984	0.118654508
985	0.1186535548
986	0.1186463413
987	0.1186236341
988	0.1185880938
989	0.1185848518
990	0.1185525178
991	0.1185519357
992	0.1185495553
993	0.1185170174
994	0.1185165387
995	0.1184585676
996	0.1184099452
997	0.1184082449
998	0.1183721979
999	0.1183692443
1000	0.1183626534
1001	0.1183611673
1002	0.1183309586
1003	0.1182799582
1004	0.1182277254
1005	0.1181853505
1006	0.1181677871
1007	0.1181664833
1008	0.1181268453
1009	0.1181040636
1010	0.1180582989
1011	0.1180348415
1012	0.1179916319
1013	0.1179252124
1014	0.1178785403
1015	0.117803537
1016	0.1177767821
1017	0.117776134
1018	0.1177736585
1019	0.1177299958
1020	0.1177193031
1021	0.1177111433
1022	0.1177088052
1023	0.1176660933
1024	0.1176561895
1025	0.1176076635
1026	0.1176072032
1027	0.1175641151
1028	0.11750281
1029	0.1175005132
1030	0.1174499689
1031	0.117449536
1032	0.1174185493
1033	0.1173582481
1034	0.1173551334
1035	0.1173528964
1036	0.1173033776
1037	0.1173027598
1038	0.1172570425
1039	0.117256466
1040	0.1172143575
1041	0.1172129302
1042	0.1172114247
1043	0.1171564659
1044	0.1170986583
1045	0.117095553
1046	0.1170777508
1047	0.1170453448
1048	0.1169847711
1049	0.1169842795
1050	0.1169363372
1051	0.1168911706
1052	0.116890646
1053	0.1168903267
1054	0.1168488489
1055	0.1168403101
1056	0.1167911358
1057	0.1167899572
1058	0.1167894226
1059	0.1167649353
1060	0.1167302697
1061	0.1166900881
1062	0.1166892891
1063	0.1166346675
1064	0.1165827145
1065	0.1165737033
1066	0.1165350231
1067	0.1164832093
1068	0.1164403865
1069	0.1163953991
1070	0.1163576793
1071	0.1163559003
1072	0.1162927341
1073	0.11628198
1074	0.1162513985
1075	0.1162204626
1076	0.116162369
1077	0.1161338533
1078	0.1161334916
1079	0.1161231093
1080	0.116122708
1081	0.1161197285
1082	0.1161128606
1083	0.116059085
1084	0.1159930526
1085	0.1159908637
1086	0.1159565725
1087	0.1159002138
1088	0.1158634424
1089	0.1158272799
1090	0.1158080294
1091	0.1157463952
1092	0.1157338135
1093	0.1156859005
1094	0.1156201119
1095	0.1156152514
1096	0.1155566405
1097	0.1155557052
1098	0.1154999248
1099	0.1154663255
1100	0.1154324531
1101	0.1154169985
1102	0.1153716752
1103	0.1152762502
1104	0.1152364499
1105	0.1152041641
1106	0.115203815
1107	0.1151378769
1108	0.1151355862
1109	0.1150776651
1110	0.1150750378
1111	0.1150249492
1112	0.1150016086
1113	0.1149415846
1114	0.1149048857
1115	0.1149043975
1116	0.1148572354
1117	0.1148289039
1118	0.1148280367
1119	0.1147857366
1120	0.1147500139
1121	0.1147131691
1122	0.1146669107
1123	0.1146661846
1124	0.1146509434
1125	0.1146496863
1126	0.1146154811
1127	0.1145826614
1128	0.1145764657
1129	0.1145316617
1130	0.1144869286
1131	0.1144486367
1132	0.1144463149
1133	0.1143766224
1134	0.1143757703
1135	0.1143385605
1136	0.1143371829
1137	0.1142939614
1138	0.1142646166
1139	0.1142095358
1140	0.114179193
1141	0.1141328803
1142	0.1140906199
1143	0.1140448655
1144	0.1140015286
1145	0.1140002361
1146	0.1139689235
1147	0.1139687144
1148	0.1139683182
1149	0.1139164351
1150	0.1139139932
1151	0.1138899527
1152	0.1138896079
1153	0.1138889177
1154	0.1138541393
1155	0.1138539094
1156	0.1138229232
1157	0.1138089965
1158	0.1137821053
1159	0.1137817612
1160	0.1137530548
1161	0.1137527749
1162	0.1137510431
1163	0.1137116067
1164	0.1136906206
1165	0.1136514219
1166	0.1136051644
1167	0.1135805241
1168	0.1135435539
1169	0.1134817053
1170	0.1134465385
1171	0.1134390766
1172	0.1133924234
1173	0.1133532239
1174	0.1133193995
1175	0.1132709077
1176	0.1132686575
1177	0.1132659403
1178	0.1132643451
1179	0.1132392621
1180	0.1132180738
1181	0.1132177106
1182	0.1132058982
1183	0.1131870999
1184	0.1131484636
1185	0.1131194691
1186	0.113078848
1187	0.1130695394
1188	0.1130421093
1189	0.1130408674
1190	0.1130405436
1191	0.1130185073
1192	0.1129837914
1193	0.1129327088
1194	0.1129019
1195	0.1128927354
1196	0.112864512
1197	0.1128373373
1198	0.1128369392
1199	0.112834515
1200	0.1128287685
1201	0.1127765046
1202	0.1127492736
1203	0.1127289776
1204	0.112689614
1205	0.1126699619
1206	0.1126110395
1207	0.1126099839
1208	0.1125973485
1209	0.1125932484
1210	0.1125843733
1211	0.1125840921
1212	0.1125390105
1213	0.1124823958
1214	0.1124476116
1215	0.1124031235
1216	0.1123445793
1217	0.1122937599
1218	0.1122686918
1219	0.1122678586
1220	0.1122624992
1221	0.1122237804
1222	0.1121882506
1223	0.1121587248
1224	0.1121561856
1225	0.1121544046
1226	0.1121044831
1227	0.1120712683
1228	0.1120292918
1229	0.1119971045
1230	0.11194408
1231	0.1119125755
1232	0.1118897936
1233	0.1118848793
1234	0.1118282598
1235	0.1117775297
1236	0.1117381001
1237	0.1117002679
1238	0.1116571215
1239	0.1115957875
1240	0.1115935894
1241	0.1115547088
1242	0.1115200758
1243	0.1115198225
1244	0.1114709473
1245	0.1114316441
1246	0.1113984996
1247	0.111377057
1248	0.1113393516
1249	0.1113051353
1250	0.1112966983
1251	0.1112369281
1252	0.1111677086
1253	0.1111207365
1254	0.1111059676
1255	0.1110595437
1256	0.1110336552
1257	0.1109818488
1258	0.1109808328
1259	0.1109708043
1260	0.1109698161
1261	0.1109518626
1262	0.1109515646
1263	0.1109122594
1264	0.1108714868
1265	0.1108193419
1266	0.1107864818
1267	0.1107759771
1268	0.1107401521
1269	0.1106971412
1270	0.1106514488
1271	0.1106009811
1272	0.1105592186
1273	0.1104977468
1274	0.1104565226
1275	0.1104462123
1276	0.1104442641
1277	0.1104163127
1278	0.1103756055
1279	0.1103443775
1280	0.1103426678
1281	0.1103085537
1282	0.1103063875
1283	0.1102477678
1284	0.1102271025
1285	0.1102268181
1286	0.110226285
1287	0.1101816222
1288	0.110148021
1289	0.110118703
1290	0.1100854799
1291	0.1100589297
1292	0.1100465281
1293	0.1100099569
1294	0.1100075298
1295	0.1099458932
1296	0.1099375092
1297	0.1099372677
1298	0.1099199979
1299	0.1099030404
1300	0.1099012191
1301	0.1098252585
1302	0.1098238271
1303	0.1097838112
1304	0.1097817964
1305	0.1097483004
1306	0.1097169882
1307	0.1096785546
1308	0.1096701094
1309	0.1096233742
1310	0.1096075929
1311	0.1095628013
1312	0.109561699
1313	0.1095386676
1314	0.109507225
1315	0.1094665306
1316	0.109454656
1317	0.1094430714
1318	0.1094421342
1319	0.1094394555
1320	0.1094209221
1321	0.1094157841
1322	0.1093724003
1323	0.1093248711
1324	0.1093035446
1325	0.1092699982
1326	0.1092695004
1327	0.1092684552
1328	0.1092307316
1329	0.1092009605
1330	0.1091687213
1331	0.1091384386
1332	0.1090970831
1333	0.1090957684
1334	0.1090950178
1335	0.109059551
1336	0.108986055
1337	0.1089418433
1338	0.1089200605
1339	0.1088752967
1340	0.1088747824
1341	0.1088561334
1342	0.1088313629
1343	0.10882468
1344	0.1088171912
1345	0.108793552
1346	0.1087784672
1347	0.1087475445
1348	0.1087097587
1349	0.1086681742
1350	0.1086081933
1351	0.1086074412
1352	0.1085747978
1353	0.1085448187
1354	0.1085238703
1355	0.1085229911
1356	0.1085186017
1357	0.1084875452
1358	0.108452695
1359	0.1084065889
1360	0.1083553519
1361	0.1083545249
1362	0.1083252755
1363	0.1082865119
1364	0.1082725246
1365	0.1082568452
1366	0.10824727
1367	0.1082290161
1368	0.1082180203
1369	0.1081880103
1370	0.1081321095
1371	0.1081260082
1372	0.1080760252
1373	0.1080742641
1374	0.108043118
1375	0.1080044834
1376	0.108003857
1377	0.1079925367
1378	0.1079605431
1379	0.1079586248
1380	0.1079008787
1381	0.1078483022
1382	0.107835745
1383	0.1078096174
1384	0.1078056183
1385	0.1077680037
1386	0.1077631549
1387	0.1077550952
1388	0.1077199029
1389	0.1076889495
1390	0.1076732791
1391	0.1076416102
1392	0.1076205529
1393	0.1075850777
1394	0.1075577148
1395	0.1075279388
1396	0.107527307
1397	0.1075252934
1398	0.1075092134
1399	0.1074984184
1400	0.1074658336
1401	0.107431604
1402	0.1073798202
1403	0.1073420088
1404	0.1073342544
1405	0.1073094564
1406	0.1073016222
1407	0.1073014633
1408	0.1072661475
1409	0.1072377862
1410	0.1072312217
1411	0.1072206642
1412	0.1072172801
1413	0.1071922721
1414	0.1071411261
1415	0.1070945002
1416	0.1070553991
1417	0.1070211141
1418	0.1069918073
1419	0.106989935
1420	0.10695312
1421	0.1069525306
1422	0.1069309623
1423	0.1069303685
1424	0.1069295123
1425	0.1069080968
1426	0.1068728908
1427	0.1068672643
1428	0.106831674
1429	0.1068104287
1430	0.1067771606
1431	0.1067330973
1432	0.1067269849
1433	0.1067255341
1434	0.1067068517
1435	0.1067019052
1436	0.1066619203
1437	0.1066329144
1438	0.1065963513
1439	0.106573567
1440	0.1065501699
1441	0.1065408255
1442	0.1065033508
1443	0.1064910965
1444	0.1064432195
1445	0.1064308186
1446	0.1063893625
1447	0.1063887061
1448	0.1063401869
1449	0.1063123245
1450	0.1062991836
1451	0.106277862
1452	0.1062619333
1453	0.1062599718
1454	0.1062499037
1455	0.1061846324
1456	0.1061815225
1457	0.106149398
1458	0.1061374421
1459	0.1061099914
1460	0.1060670585
1461	0.1060648488
1462	0.1060273319
1463	0.10599901
1464	0.1059409739
1465	0.1059404951
1466	0.1059009148
1467	0.1058832433
1468	0.1058423748
1469	0.1058412046
1470	0.1058072856
1471	0.1058067144
1472	0.1057911679
1473	0.1057789071
1474	0.105724926
1475	0.1056879494
1476	0.1056644402
1477	0.1056401263
1478	0.1056126561
1479	0.1055838449
1480	0.1055828338
1481	0.1055754641
1482	0.1055534885
1483	0.1055013102
1484	0.1054478608
1485	0.1054227275
1486	0.1054222128
1487	0.105379777
1488	0.1053487978
1489	0.1053350381
1490	0.1053234546
1491	0.1053160511
1492	0.1052955675
1493	0.1052886135
1494	0.1052633503
1495	0.1052629362
1496	0.1052593148
1497	0.1051990292
1498	0.1051946435
1499	0.1051941258
1500	0.1051721243
1501	0.1051379504
1502	0.1051151665
1503	0.1051130169
1504	0.1051126752
1505	0.1050940032
1506	0.1050735614
1507	0.1050631061
1508	0.1050624021
1509	0.1050201391
1510	0.1050190271
1511	0.1049730883
1512	0.1049476309
